AttributeDictionaryAttributeAllowedValues
Identifier,ValueIdentifier,ValueUsage,Value,UnitOfMeasure,Image1,Image2,LanguageId
DollSkinTone,Light Brown ,1,<strong>Skin Tone: </strong>Light Brown,,,,-1
CarBodyColor,Spectraflame dark green finish,1,Spectraflame dark green finish,,,,-1
DollFacialSculpt (old),Karl ,1,Karl ,,,,-1
CarWheelType,"Real Riders slotted wheels (front), Real Riders Slick Drag wheels (rear)",1,"Real Riders slotted wheels (front), Real Riders Slick Drag wheels (rear)",,,,-1
DollBodyType,Poseable,1,<strong>Body Type: </strong>Poseable,,,,-1
MarketingAge,Ages 8+,1,Ages 8+,,,,-1
MarketingAge,9+,1,9+,,,,-1
DollFacialSculpt (old),Aprhrodite,1,Aprhrodite,,,,-1
DollSkinTone,Ghoulia Grey,1,<strong>Skin Tone: </strong>Ghoulia Grey,,,,-1
BookCategory,Magazine,1,Magazine,,,,-1
ClothingStyle,Special Occasion,1,Special Occasion,,,,-1
ClothingCategory,Matching Doll-Girl Sets,1,Matching Doll-Girl Sets,,,,-1
ClothingCategory,Girls Sizes 6-20,1,Girls Sizes 6-20,,,,-1
ClothingCategory,Little Girls Sizes 3-7,1,Little Girls Sizes 3-7,,,,-1
ClothingStyle,Bedtime,1,Pajamas,,,,-1
ClothingStyle,Activewear,1,Sports & Hobbies,,,,-1
DollHairColor,Strawberry-Blond,1,Strawberry-Blond,,,,-1
DollEyeColor,Aquamarine,1,Aquamarine,,,,-1
Character,Bitty Baby,1,Bitty Baby,,,,-1
ClothingStyle,Holiday,1,Holiday,,,,-1
Character,Bitty Twins,1,Bitty Twins,,,,-1
Character,Truly Me,1,Truly Me,,,,-1
DollHairColor,Black-Brown,1,Black-Brown,,,,-1
CareInstructions,Dishwasher safe. Hand-wash rolling pin.,1,Dishwasher safe. Hand-wash rolling pin.,,,,-1
CareInstructions,Cookie sheet and cutters are dishwasher safe. Hand-wash spatula.,1,Cookie sheet and cutters are dishwasher safe. Hand-wash spatula.,,,,-1
CareInstructions,Baking tin and spatula are dishwasher safe.,1,Baking tin and spatula are dishwasher safe.,,,,-1
CareInstructions,Dishwasher safe.,1,Dishwasher safe.,,,,-1
CareInstructions,Machine-wash.,1,Machine-wash.,,,,-1
AGCategory,Movie,1,Movie,,,,-1
AGCategory,Gift Card,1,Gift Card,,,,-1
AGCategory,Clothing,1,Clothing,,,,-1
AGCategory,Book,1,Book,,,,-1
AGCategory,Furniture/Accessory,1,Furniture/Accessory,,,,-1
AGCategory,Cooking/Baking,1,Cooking/Baking,,,,-1
AGCategory,Doll,1,Doll,,,,-1
AGCategory,Beauty,1,Beauty,,,,-1
BookCategory,Activities,1,Activities,,,,-1
BookCategory,Picture Book,1,Picture Book,,,,-1
DisableWhereToBuy,false,1,false,,,,-1
DollEyeColor,Gray,1,Gray,,,,-1
DollEyeColor,Green,1,Green,,,,-1
DollEyeColor,Hazel,1,Hazel,,,,-1
DollLashes,Applied,1,<strong>Eyelashes:</strong> Applied,,,,-1
DollLashes,No,1,<strong>Eyelashes</strong>: No,,,,-1
CarBodyColor,Spectraflame&#174; Orange,1,Spectraflame&#174; Orange,,,,-1
CarBodyColor,Spectraflame&#174; Orange/Chrome,1,Spectraflame&#174; Orange/Chrome,,,,-1
CarBodyColor,Spectraflame&#174; Orange/Gloss Black,1,Spectraflame&#174; Orange/Gloss Black,,,,-1
CarBodyColor,Spectraflame&#174; Otto Blue,1,Spectraflame&#174; Otto Blue,,,,-1
CarBodyColor,Spectraflame&#174; Pink,1,Spectraflame&#174; Pink,,,,-1
CarBodyColor,Spectraflame&#174; Pink/Spectraflame&#174; Purple,1,Spectraflame&#174; Pink/Spectraflame&#174; Purple,,,,-1
CarBodyColor,Spectraflame&#174; Powder Blue,1,Spectraflame&#174; Powder Blue,,,,-1
CarBodyColor,Spectraflame&#174; Purple,1,Spectraflame&#174; Purple,,,,-1
CarBodyColor,Spectraflame&#174; Race Team Blue,1,Spectraflame&#174; Race Team Blue,,,,-1
CarBodyColor,Spectraflame&#174; Race Team Blue and white,1,Spectraflame&#174; Race Team Blue and white,,,,-1
CarBodyColor,Spectraflame&#174; Race Team Blue/Chrome,1,Spectraflame&#174; Race Team Blue/Chrome,,,,-1
CarBodyColor,Spectraflame&#174; Red,1,Spectraflame&#174; Red,,,,-1
CarBodyColor,Spectraflame&#174; Red/Chrome,1,Spectraflame&#174; Red/Chrome,,,,-1
CarBodyColor,Spectraflame&#174; Root Beer,1,Spectraflame&#174; Root Beer,,,,-1
CarBodyColor,Spectraflame&#174; Smoke,1,Spectraflame&#174; Smoke,,,,-1
CarBodyColor,Spectraflame&#174; Smoke/Spectraflame&#174; Race Team Blue,1,Spectraflame&#174; Smoke/Spectraflame&#174; Race Team Blue,,,,-1
CarBodyColor,Spectraflame&#174; Steel Blue,1,Spectraflame&#174; Steel Blue,,,,-1
CarBodyColor,Spectraflame&#174; True Black,1,Spectraflame&#174; True Black,,,,-1
CarBodyColor,Spectraflame&#174; Yellow,1,Spectraflame&#174; Yellow,,,,-1
CarBodyColor,Various,1,Various,,,,-1
CarBodyColor,White,1,White,,,,-1
CarBodyColor,White/Red,1,White/Red,,,,-1
CarBodyColor,Yellow,1,Yellow,,,,-1
CarBodyColor,Yellow and Silver,1,Yellow and Silver,,,,-1
CarBodyColor,Yellow/Black,1,Yellow/Black,,,,-1
CarBodyColor,Zamac,1,Zamac,,,,-1
CarCastingDesigner,Alec Tam,1,Alec Tam,,,,-1
CarCastingDesigner,Brian Fitzgerald,1,Brian Fitzgerald,,,,-1
CarCastingDesigner,Bruce Baur,1,Bruce Baur,,,,-1
CarCastingDesigner,David Weise,1,David Weise,,,,-1
CarCastingDesigner,Eric Tscherne,1,Eric Tscherne,,,,-1
CarCastingDesigner,Fraser Campbell,1,Fraser Campbell,,,,-1
CarCastingDesigner,Gary Saffer,1,Gary Saffer,,,,-1
CarCastingDesigner,Greg Padginton,1,Greg Padginton,,,,-1
CarCastingDesigner,Jerry Thienprasiddhi,1,Jerry Thienprasiddhi,,,,-1
CarCastingDesigner,Larry Wood,1,Larry Wood,,,,-1
CarCastingDesigner,Mark Barthold,1,Mark Barthold,,,,-1
CarCastingDesigner,Mark Jones,1,Mark Jones,,,,-1
CarCastingDesigner,Michael Collins,1,Michael Collins,,,,-1
CarCastingDesigner,Michael Heralda,1,Michael Heralda,,,,-1
CarCastingDesigner,Mike McClone,1,Mike McClone,,,,-1
CarCastingDesigner,Mike Nuttall,1,Mike Nuttall,,,,-1
CarCastingDesigner,Miq Willmott,1,Miq Willmott,,,,-1
CarCastingDesigner,Nathan Proch,1,Nathan Proch,,,,-1
CarCastingDesigner,Peter Carris,1,Peter Carris,,,,-1
CarCastingDesigner,Phil Riehlman,1,Phil Riehlman,,,,-1
CarCastingDesigner,Unknown,1,Unknown,,,,-1
CarCastingDesigner,Wayne Scott,1,Wayne Scott,,,,-1
CarGraphicDesigner,Alec Tam,1,Alec Tam,,,,-1
CarGraphicDesigner,Brian Fitzgerald,1,Brian Fitzgerald,,,,-1
CarGraphicDesigner,Bruce Baur,1,Bruce Baur,,,,-1
CarGraphicDesigner,David Weise,1,David Weise,,,,-1
CarGraphicDesigner,Eric Tscherne,1,Eric Tscherne,,,,-1
CarGraphicDesigner,Fraser Campbell,1,Fraser Campbell,,,,-1
CarGraphicDesigner,Gary Saffer,1,Gary Saffer,,,,-1
CarGraphicDesigner,Greg Padginton,1,Greg Padginton,,,,-1
CarGraphicDesigner,Jerry Thienprasiddhi,1,Jerry Thienprasiddhi,,,,-1
CarGraphicDesigner,Larry Wood,1,Larry Wood,,,,-1
CarGraphicDesigner,Mark Barthold,1,Mark Barthold,,,,-1
CarGraphicDesigner,Mark Jones,1,Mark Jones,,,,-1
CarGraphicDesigner,Michael Collins,1,Michael Collins,,,,-1
CarGraphicDesigner,Michael Heralda,1,Michael Heralda,,,,-1
CarGraphicDesigner,Mike McClone,1,Mike McClone,,,,-1
CarGraphicDesigner,Mike Nuttall,1,Mike Nuttall,,,,-1
CarGraphicDesigner,Miq Willmott,1,Miq Willmott,,,,-1
CarWheelType,<strong>Real Riders GT wheels (Daredevil)/Real Riders 5-spoke wheels (Punisher)</strong>,1,<strong>Real Riders GT wheels (Daredevil)/Real Riders 5-spoke wheels (Punisher)</strong>,,,,-1
CarWindowColor,<strong> Red (Daredevil)</strong>,1,<strong> Red (Daredevil)</strong>,,,,-1
CarBaseType,<strong>Black-painted plastic chassis</strong>,1,<strong>Black-painted plastic chassis</strong>,,,,-1
CarBodyColor,<strong>Satin berger white</strong>,1,<strong>Satin berger white</strong>,,,,-1
CarInteriorColor,<strong>Grey</strong></p>,1,<strong>Grey</strong></p>,,,,-1
CarWheelType,"<strong>5-spoke wheels, white</strong>",1,"<strong>5-spoke wheels, white</strong>",,,,-1
CarWindowColor,<strong>Dark smoke-tinted</strong>,1,<strong>Dark smoke-tinted</strong>,,,,-1
ClothingColor,BB Stripey Sleeper,1,Stripey Sleeper,,AG-BB-DRL44,,-1
MarketingAge,3 - 6  years,1,3 - 6  years,,,,-1
RelatedSizingChart,popup/ag-wellies-footwear-chart,1,popup/ag-wellies-footwear-chart,,,,-1
EXCLUDE_FANFAV_COMPCOLL,N,1,N,,,,-1
EXCLUDE_FANFAV_COMPCOLL,Y,1,Y,,,,-1
MarketingAge,Birth-12 Months,1,Birth-12 Months,,,,-1
MarketingAge,3;years;&;up,1,3;years;&;up,,,,-1
MarketingAge,3-6;years,1,3-6;years,,,,-1
MarketingAge,3years&up,1,3years&up,,,,-1
MarketingAge,1-5years,1,1-5years,,,,-1
MarketingAge,9-36months,1,9-36months,,,,-1
MarketingAge,3-8years,1,3-8years,,,,-1
MarketingAge,Birth&up,1,Birth&up,,,,-1
MarketingAge,2-5years,1,2-5years,,,,-1
CarGraphicDesigner,Nathan Proch,1,Nathan Proch,,,,-1
CarGraphicDesigner,Peter Carris,1,Peter Carris,,,,-1
CarGraphicDesigner,Phil Riehlman,1,Phil Riehlman,,,,-1
CarGraphicDesigner,Unknown,1,Unknown,,,,-1
CarGraphicDesigner,Wayne Scott,1,Wayne Scott,,,,-1
CarInteriorColor,Interior Color,1,Interior Color,,,,-1
CarInteriorColor,Aqua,1,Aqua,,,,-1
CarInteriorColor,Assorted Colors,1,Assorted Colors,,,,-1
CarInteriorColor,Beige,1,Beige,,,,-1
CarInteriorColor,Black,1,Black,,,,-1
CarInteriorColor,Black/Silver,1,Black/Silver,,,,-1
CarInteriorColor,Blue,1,Blue,,,,-1
CarInteriorColor,Brown,1,Brown,,,,-1
CarInteriorColor,Burgundy,1,Burgundy,,,,-1
CarInteriorColor,Chrome,1,Chrome,,,,-1
CarInteriorColor,Chrome/Black,1,Chrome/Black,,,,-1
CarInteriorColor,Clear,1,Clear,,,,-1
CarInteriorColor,Cream,1,Cream,,,,-1
CarInteriorColor,Gold,1,Gold,,,,-1
CarInteriorColor,Gold Chrome,1,Gold Chrome,,,,-1
CarInteriorColor,Gray,1,Gray,,,,-1
DollHasBangs,Yes,1,Yes,,,,-1
DollHasBangs,No,1,No,,,,-1
DollHasBraces,Yes,1,Yes,,,,-1
DollHasBraces,No,1,No,,,,-1
DollHasEarrings,Yes,1,Yes,,,,-1
DollHasEarrings,No,1,No,,,,-1
DollHasFreckles,Yes,1,Yes,,,,-1
DollHasFreckles,No,1,No,,,,-1
DollHeight,15&#34;,1,15&#34;,,,,-1
DollHeight,18&#34;,1,18&#34;,,,,-1
DollSkinColor,Light,1,Fair,,,,-1
DollSkinColor,Medium,1,Medium,,,,-1
DollSkinColor,Dark,1,Dark,,,,-1
DollVintage,Bill Greening,1,"<strong>Vintage Reproduction by: </strong><a href=""/shop/en-us/ba/bill-greening"" title=""Bill Greening"">Bill Greening</a>",,,,-1
DressSkirtStyle,Above the Knee,1,Above the Knee,,,,-1
DressSkirtStyle,A-Line,1,A-Line,,,,-1
DressSkirtStyle,Halter,1,Halter,,,,-1
DressSkirtStyle,Knee Length,1,Knee Length,,,,-1
DressSkirtStyle,Maxi,1,Maxi,,,,-1
DressSkirtStyle,Mini,1,Mini,,,,-1
Furniture,Bathroom,1,Bathroom,,,,-1
Furniture,Bedroom,1,Bedroom,,,,-1
Furniture,Kitchen/Dining,1,Kitchen/Dining,,,,-1
Furniture,Living Room,1,Living Room,,,,-1
Furniture,Nursery,1,Nursery,,,,-1
Furniture,School,1,School,,,,-1
Furniture,Spa,1,Spa,,,,-1
Furniture,Storage,1,Storage,,,,-1
GiftCardType,N,1,N,,,,-1
GiftCardType,E,1,E,,,,-1
LegalAge,3+,1,3+,,,,-1
LegalAge,7+,1,7+,,,,-1
LegalAge,8+,1,8+,,,,-1
LegalAge,9+,1,9+,,,,-1
LegalAge,10+,1,10+,,,,-1
LegalAge,Adult Only,1,Adult Only,,,,-1
LegalAge,Adult Collector,1,Adult Collector,,,,-1
LegalAge,18 mo+,1,18 mo+,,,,-1
Materials,Plastic,1,Plastic,,,,-1
Materials,Metal,1,Metal,,,,-1
Materials,Paint,1,Paint,,,,-1
Materials,Wood,1,Wood,,,,-1
Materials,Faux Fur,1,Faux Fur,,,,-1
Materials,Faux leather,1,Faux leather,,,,-1
Materials,Glass,1,Glass,,,,-1
Materials,Plush,1,Plush,,,,-1
MediaType,DVD,1,DVD,,,,-1
MediaType,BLU-RAY,1,BLU-RAY,,,,-1
MediaType,CD,1,CD,,,,-1
PantStyle,Capri,1,Capri,,,,-1
PantStyle,Cargo,1,Cargo,,,,-1
PantStyle,Cropped,1,Cropped,,,,-1
PantStyle,Jeans,1,Jeans,,,,-1
PantStyle,Leggings,1,Leggings,,,,-1
PantStyle,Regular,1,Regular,,,,-1
PantStyle,Shorts,1,Shorts,,,,-1
PantStyle,Sweatpants,1,Sweatpants,,,,-1
RelatedSizingChart,Clothing sizes 7-16,1,popup/size-chart,,,,-1
RelatedSizingChart,Shoes 3-6X,1,popup/ag-girl-size-chart,,,,-1
RelatedSizingChart,Shoes 7-16,1,popup/ag-little-girl-footwear-chart,,,,-1
SleeveStyle,3/4 Length,1,3/4 Length,,,,-1
SleeveStyle,Cap,1,Cap,,,,-1
SleeveStyle,Long,1,Long,,,,-1
SleeveStyle,Short,1,Short,,,,-1
SleeveStyle,Sleeveless,1,Sleeveless,,,,-1
SleeveStyle,Tank Top,1,Tank Top,,,,-1
PlayPattern,bedroom,1,bedroom,,,,-1
Character,"Thomas, Percy, James, Henry, Gordon, Edward, Toby, Emily",1,"Thomas, Percy, James, Henry, Gordon, Edward, Toby, Emily",,,,-1
ClothingStyle,"PJs, pajamas, nightwear",1,"PJs, pajamas, nightwear",,,,-1
RelatedSizingChart,Need URL,1,Need URL,,,,-1
PlayPattern,my custom engine,1,my custom engine,,,,-1
Character,Porter,1,Porter,,,,-1
DollGender,M,1,M,,,,-1
Character,Duck,1,Duck,,,,-1
Character,Whiff,1,Whiff,,,,-1
CarBaseType,Railcar,1,Railcar,,,,-1
CarBodyType,Die cast,1,Die cast,,,,-1
CarPrimaryColor,Brown,1,Brown,,,,-1
Character,Toby,1,Toby,,,,-1
Character,Spencer,1,Spencer,,,,-1
PlayPattern,Spill & Thrills,1,Spill & Thrills,,,,-1
CarBodyColor,"Orange, Blue",1,"Orange, Blue",,,,-1
CarPrimaryColor,"Orange, Blue",1,"Orange, Blue",,,,-1
Character,Bill and Ben,1,Bill and Ben,,,,-1
PlayPattern,accessory,1,accessory,,,,-1
CarBaseType,Vehicle,1,Vehicle,,,,-1
Character,Bertie,1,Bertie,,,,-1
DollGender,F,1,F,,,,-1
LegalAge,2+,1,2+,,,,-1
MarketingAge,2+,1,2+,,,,-1
CarBodyColor,Grey,1,Grey,,,,-1
CarPrimaryColor,Grey,1,Grey,,,,-1
Character,GIGGLING TROUBLESOM TRUCKS,1,GIGGLING TROUBLESOM TRUCKS,,,,-1
CarBodyColor,"Blue, White",1,"Blue, White",,,,-1
CarPrimaryColor,"Blue, White",1,"Blue, White",,,,-1
Character,STEPHEN,1,STEPHEN,,,,-1
Character,ANNIE & CLARABEL,1,ANNIE & CLARABEL,,,,-1
Character,Stephen,1,Stephen,,,,-1
Character,Millie,1,Millie,,,,-1
ClothingStyle,Pajamas,1,**Pajamas,,,,-1
PLAgooglesize,2,1,2T,,,,-1
PLAgooglesize,5,1,5,,,,-1
PLAgooglesize,3,1,3T,,,,-1
PLAgooglesize,6,1,6,,,,-1
PLAgooglesize,18 months,1,18M,,,,-1
PLAgooglecolor,Blue,1,Blue,,,,-1
PLAgooglecolor,White,1,White,,,,-1
PLAgooglecolor,Red,1,Red,,,,-1
PLAgooglegender,female,1,female,,,,-1
PLAgooglegender,male,1,male,,,,-1
PLAgooglegender,unisex,1,unisex,,,,-1
PLAgoogleage,adult,1,adult,,,,-1
PLAgoogleage,toddler,1,toddler,,,,-1
PLAgoogleage,kids,1,kids,,,,-1
PLAgoogleage,infant,1,infant,,,,-1
PLAgoogleage,newborn,1,newborn,,,,-1
PLAgooglesize,4,1,4,,,,-1
Character,"Kevin, Butch",1,"Kevin, Butch",,,,-1
Character,"Thomas, James, Percy, Gordon, Henry, Emily, Edward",1,"Thomas, James, Percy, Gordon, Henry, Emily, Edward",,,,-1
Character,Rusty,1,Rusty,,,,-1
CarBodyColor,"Green, Red, Yellow",1,"Green, Red, Yellow",,,,-1
CarPrimaryColor,"Green, Red, Yellow",1,"Green, Red, Yellow",,,,-1
Character,Skarloey,1,Skarloey,,,,-1
CarBodyColor,blue,1,blue,,,,-1
CarPrimaryColor,blue,1,blue,,,,-1
Character,Fearless Freddie,1,Fearless Freddie,,,,-1
Character,Charlie,1,Charlie,,,,-1
PlayPattern,Adventure Theme,1,Adventure Theme,,,,-1
CarBodyColor,"Yellow, Blue",1,"Yellow, Blue",,,,-1
Character,Butch,1,Butch,,,,-1
CarBodyColor,"Yellow, Red",1,"Yellow, Red",,,,-1
addOn_assoc_type,Hearing Aid- Both,1,Both Hearing Aids,,,,-1
addOn_assoc_type,Hearing Aid- Left,1,Left Hearing Aid,,,,-1
addOn_assoc_type,Ear Piercing,1,Ear Piercing,,,,-1
syncPricesManually,N,1,N,,,,-1
syncPricesManually,Y,1,Y,,,,-1
CarBodyColor,<strong>Spectraflame smoke</strong>,1,<strong>Spectraflame smoke</strong>,,,,-1
CarBodyType,<strong>Hand-polished ZAMAC</strong>,1,<strong>Hand-polished ZAMAC</strong>,,,,-1
CarWheelType,<strong>Real Riders 5-spoke mag wheels with Red Line Club 2016 and red stripe tampo</strong>,1,<strong>Real Riders 5-spoke mag wheels with Red Line Club 2016 and red stripe tampo</strong>,,,,-1
CarBaseType,"<strong>Full-metal, hand-polished ZAMAC chassis</strong>",1,"<strong>Full-metal, hand-polished ZAMAC chassis</strong>",,,,-1
CarInteriorColor,<strong>Red hand-spray-painted interior and details</strong>,1,<strong>Red hand-spray-painted interior and details</strong>,,,,-1
MarketingAge,8+,1,8+,,,,-1
Character,Grace,1,Grace,,,,-1
DollHairColor,Dark Brown,1,Dark Brown,,,,-1
GroupName, ,1,Placeholder,,,,-1
RelatedSizingChart,popup/CAlittle-girl-size-chart,1,popup/CAlittle-girl-size-chart,,,,-1
ClothingSize,7000000000000245054,1,L,,,,-1
ClothingSize,7000000000000245053,1,M,,,,-1
ClothingSize,7000000000000245050,1,S,,,,-1
ClothingSize,7000000000000245049,1,XS,,,,-1
CareInstructions,Brushing curly hair is not advised. Finger-style your doll&#8217;s hair for best results.,1,Brushing curly hair is not advised. Finger-style your doll&#8217;s hair for best results.,,,,-1
ClothingColor,Gray,1,White Floral Sleeper,,AG-BB-WHITE-SLEEPER,,-1
ClothingColor,Magenta,1,Magenta,,,,-1
ClothingColor,Indigo,1,Indigo,,,,-1
ClothingColor,Lilac2,1,Lilac2,,AG-LILAC2,,-1
RelatedSizingChart,popup/ag-girl-size-chart,1,popup/ag-girl-size-chart,,,,-1
ClothingColor,Purple,1,Purple,,,,-1
RelatedSizingChart,popup/agca-girl-size-chart,1,popup/agca-girl-size-chart,,,,-1
RelatedSizingChart,popup/ag-girl-footwear-chart,1,popup/ag-girl-footwear-chart,,,,-1
ClothingColor,Platinum,1,Platinum,,TWR PLATINUM,,-1
ClothingColor,Print,1,Print,,AG-PRINT-FLAMINGO,,-1
MarketingAge,1 1/2 - 5 years,1,1 1/2 - 5 years,,,,-1
FACategory,Purses,1,**Purses,,,,-1
PLAgooglecolor,blue,1,Blue,,,,-1
excludeStandardShipping,CDJF00excludeStandardShipping,1,Y,,,,-1
PlayPattern,Legend of the Lost Treasure,1,Legend of the Lost Treasure,,,,-1
Character,Ryan,1,Ryan,,,,-1
Character,Skiff,1,Skiff,,,,-1
Character,Mike,1,Mike,,,,-1
Character,Oliver & Oliver,1,Oliver & Oliver,,,,-1
MEMBERSHIP_PRODUCT,Y,1,Y,,,,-1
MEMBERSHIP_PRODUCT,N,1,N,,,,-1
PlayPattern,Puzzles,1,Puzzles,,,,-1
CareInstructions,CCKR55CareInstructions,1,"Hand wash, cold water, line dry.",,,,-1
excludeStandardShipping,CDJF01excludeStandardShipping,1,Y,,,,-1
excludeStandardShipping,CDMT80excludeStandardShipping,1,Y,,,,-1
GroupName,Apparel,1,Apparel,,,,-1
CareInstructions,CCKB85CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,CCKB86CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,CCLF81CareInstructions,1,"Hand wash, cold water, line dry.",,,,-1
CareInstructions,CCLF82CareInstructions,1,"Hand wash, cold water, line dry.",,,,-1
CareInstructions,CCLF83CareInstructions,1,"Hand wash, cold water, line dry.",,,,-1
CareInstructions,CCKB91CareInstructions,1,"Hand wash, cold water, line dry",,,,-1
CareInstructions,CCLF84CareInstructions,1,"Hand wash, cold water, line dry.",,,,-1
CarBodyColor,"Silver, Grey",1,"Silver, Grey",,,,-1
CarPrimaryColor,"Silver, Grey",1,"Silver, Grey",,,,-1
Character,Rocky,1,Rocky,,,,-1
CarBodyColor,Teal,1,Teal,,,,-1
CarPrimaryColor,Teal,1,Teal,,,,-1
Character,Ferdinand,1,Ferdinand,,,,-1
Character,Belle,1,Belle,,,,-1
CarPrimaryColor,Orange,1,Orange,,,,-1
Character,Winston,1,Winston,,,,-1
Character,Stafford,1,Stafford,,,,-1
Character,Luke,1,Luke,,,,-1
Character,Samson,1,Samson,,,,-1
PlayPattern,Dinos & Discoveries,1,Dinos & Discoveries,,,,-1
CarBodyColor,"Blue, Orange, Red, Yellow",1,"Blue, Orange, Red, Yellow",,,,-1
CarPrimaryColor,"Blue, Orange, Red, Yellow",1,"Blue, Orange, Red, Yellow",,,,-1
Character,Den and Dart,1,Den and Dart,,,,-1
PlayPattern,Diesels,1,Diesels,,,,-1
CarBodyColor,"Blue, Green",1,"Blue, Green",,,,-1
CarPrimaryColor,"Blue, Green",1,"Blue, Green",,,,-1
Character,Hiro,1,Hiro,,,,-1
CarInteriorColor,Green,1,Green,,,,-1
CarInteriorColor,Light Brown,1,Light Brown,,,,-1
CarInteriorColor,Light Gray,1,Light Gray,,,,-1
CarInteriorColor,Light Green,1,Light Green,,,,-1
CarInteriorColor,Metal,1,Metal,,,,-1
CarInteriorColor,Metallic gold,1,Metallic gold,,,,-1
CarInteriorColor,Metallic gray,1,Metallic gray,,,,-1
CarInteriorColor,n/a,1,n/a,,,,-1
CarInteriorColor,Not Visible,1,Not Visible,,,,-1
CarInteriorColor,Off White,1,Off White,,,,-1
CarInteriorColor,Olive,1,Olive,,,,-1
CarInteriorColor,Orange,1,Orange,,,,-1
CarInteriorColor,Pearl White,1,Pearl White,,,,-1
CarInteriorColor,Purple,1,Purple,,,,-1
CarInteriorColor,Red,1,Red,,,,-1
CarInteriorColor,Red/White,1,Red/White,,,,-1
CarInteriorColor,Silver,1,Silver,,,,-1
CarInteriorColor,Silver-Painted,1,Silver-Painted,,,,-1
CarInteriorColor,Tan,1,Tan,,,,-1
CarInteriorColor,Unfinished Metal,1,Unfinished Metal,,,,-1
CarInteriorColor,Various,1,Various,,,,-1
CarInteriorColor,White,1,White,,,,-1
CarInteriorColor,Yellow,1,Yellow,,,,-1
CarInteriorColor,Yellow-Tinted,1,Yellow-Tinted,,,,-1
CarMake,Cadillac,1,Cadillac,,,,-1
CarMake,Chevy,1,Chevy,,,,-1
CarMake,Chrysler,1,Chrysler,,,,-1
CarMake,DeLorean,1,DeLorean,,,,-1
CarMake,Dodge,1,Dodge,,,,-1
CarMake,Ferrari,1,Ferrari,,,,-1
CarMake,Ford,1,Ford,,,,-1
CarMake,GMC,1,GMC,,,,-1
CarMake,Kia,1,Kia,,,,-1
CarMake,Nissan,1,Nissan,,,,-1
CarMake,Plymouth,1,Plymouth,,,,-1
CarMake,Pontiac,1,Pontiac,,,,-1
CarMake,Toyota,1,Toyota,,,,-1
CarMake,Volkswagen,1,Volkswagen,,,,-1
CarSeriesName,16th Annual Hot Wheels&#174; Collectors Convention 2002,1,16th Annual Hot Wheels&#174; Collectors Convention 2002,,,,-1
CarSeriesName,17th Annual Hot Wheels&#174; Collectors Convention 2003,1,17th Annual Hot Wheels&#174; Collectors Convention 2003,,,,-1
CarSeriesName,18th Annual Hot Wheels&#174; Collectors Convention 2004,1,18th Annual Hot Wheels&#174; Collectors Convention 2004,,,,-1
CarSeriesName,19th Annual Hot Wheels&#174; Collectors Convention 2005,1,19th Annual Hot Wheels&#174; Collectors Convention 2005,,,,-1
CarSeriesName,2003 Treasure Hunt&#8482; Series,1,2003 Treasure Hunt&#8482; Series,,,,-1
CarSeriesName,2004 Treasure Hunt&#8482; Series,1,2004 Treasure Hunt&#8482; Series,,,,-1
CarSeriesName,2005 Treasure Hunt&#8482; Series,1,2005 Treasure Hunt&#8482; Series,,,,-1
CarSeriesName,20th Annual Hot Wheels&#174; Collectors Convention 2006,1,20th Annual Hot Wheels&#174; Collectors Convention 2006,,,,-1
CarSeriesName,21st Annual Hot Wheels&#174; Collectors Convention 2007,1,21st Annual Hot Wheels&#174; Collectors Convention 2007,,,,-1
CarSeriesName,22nd Annual Hot Wheels&#174; Collectors Convention 2008,1,22nd Annual Hot Wheels&#174; Collectors Convention 2008,,,,-1
CarSeriesName,23rd Annual Hot Wheels&#174; Collectors Convention 2009,1,23rd Annual Hot Wheels&#174; Collectors Convention 2009,,,,-1
Character,Victor,1,Victor,,,,-1
PlayPattern,Narrow gauge,1,Narrow gauge,,,,-1
Character,Flynn,1,Flynn,,,,-1
Character,Edward,1,Edward,,,,-1
Character,Henry,1,Henry,,,,-1
CareInstructions,WWF10CareInstructions,1,WWF10CareInstructions,,,,-1
CarPrimaryColor,Silver,1,Silver,,,,-1
Character,Diesel,1,Diesel,,,,-1
CarPrimaryColor,White,1,White,,,,-1
MarketingAge,18 mo+,1,18 mo+,,,,-1
PlayPattern,create a set,1,create a set,,,,-1
PlayPattern,storytelling,1,storytelling,,,,-1
CareInstructions,Playmat surface may be cleaned with a damp cloth.,1,Playmat surface may be cleaned with a damp cloth.,,,,-1
PlayPattern,storage,1,storage,,,,-1
Character,Harold,1,Harold,,,,-1
MarketingAge,3 years & up,1,3 years & up,,,,-1
CarWheelType,RRd/WL,1,RRd/WL,,,,-1
CarWheelType,RRdd (Real Riders&#174; deep-dish wheels),1,RRdd (Real Riders&#174; deep-dish wheels),,,,-1
CarWheelType,"RRdd,or/os (Real Riders&#174; deep-dish wheels, orange hubs w/orange stripe tampo)",1,"RRdd,or/os (Real Riders&#174; deep-dish wheels, orange hubs w/orange stripe tampo)",,,,-1
